rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmPmsrgstPk,bldNm,splotNm,block,lot,jimokCdNm,jiyukCdNm,jiguCdNm,guyukCd,guyukCdNm,jimokCd,jiyukCd,jiguCd,archGbCd,archGbCdNm,platArea,archArea,bcRat,totArea,vlRatEstmTotArea,vlRat,mainBldCnt,atchBldDongCnt,mainPurpsCd,mainPurpsCdNm,hhldCnt,hoCnt,fmlyCnt,totPkngCnt,stcnsSchedDay,stcnsDelayDay,realStcnsDay,archPmsDay,useAprDay,crtnDay
309,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100039372, , , , ,잡종지, , , , ,28, , , , ,38339.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20141205, ,20220909
310,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100040865, , , , ,공장용지, , , , ,09, , , , ,38339.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150309, ,20220909
311,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100039289, , , , ,잡종지, , , , ,28, , , , ,38339.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20141201, ,20220909
312,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1000000000000000750850, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20250623, ,20250623
313,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100004977,판교집단에너지공급시설, , , ,대,준주거지역, ,301,제1종지구단위계획구역,08,UQA130, ,0100,신축,38339.0,12192.23,31.8,32741.0,25545.92,66.63,2,2,25000,발전시설,0,0,0,0,20080410, ,20080407,20080313,20101126,20220909
314,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100063430, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,38339.0,144.0,0.0,144.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20200410, ,20220909
315,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100063677, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,38339.0,16.38,0.0,16.38,0.0,0.0,0,0, , ,0,0,0,0, , , ,20200501, ,20220909
316,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100061273, , , , ,잡종지,준주거지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA130,UNE412, , ,38339.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20191111, ,20230612
317,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1000000000000000302208, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,38339.0,162.0,0.0,162.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230525, ,20250807
318,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1000000000000000322859, , , , ,잡종지,도시지역, ,UQQ300,지구단위계획구역,28,UQA001, , , ,38339.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230622, ,20230912
319,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100024256, , , , ,대,도시지역, ,UQQ310,제1종지구단위계획구역,08,UQA001, ,3000,가설건축물축조허가,38339.0,204.0,0.53,204.0,204.0,0.53,0,0,28000,가설건축물,0,0,0,0, , , ,20120224, ,20230814
320,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1000000000000000512089, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,38339.0,117.0,0.0,117.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20240508, ,20240723
321,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100054588, , , , ,잡종지,준주거지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,28,UQA130,UNE412, , ,38339.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20181008, ,20220909
322,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100017306, , , , ,대, , , , ,08, , ,3000,가설건축물축조허가,39206.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20101214, ,20250321
323,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100076058, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,38339.0,214.38,0.0,214.38,0.0,0.0,0,0, , ,0,0,0,0, , , ,20220510, ,20220909
324,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1000000000000000686254, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,38339.0,189.0,0.0,189.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20250321, ,20250528
325,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1000000000000000283258, , , , ,잡종지,도시지역, ,UQQ300,지구단위계획구역,28,UQA001, , , ,38339.0,81.0,0.0,81.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230428, ,20230629
326,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100044054,한국지역난방판교지사, , , ,잡종지,도시지역, ,UQQ310,제1종지구단위계획구역,28,UQA001, ,0200,증축,38339.0,13274.57,34.62,34604.32,27409.24,71.49,2,4,25000,발전시설,0,0,0,0,20160125, ,20160211,20160118,20160425,20220909
327,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100040784, , , , ,대, , , , ,08, , , , ,38339.0,36.0,0.0,36.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150225, ,20220909
328,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100039065,판교연계설비동, , , ,잡종지,도시지역, ,UQQ310,제1종지구단위계획구역,28,UQA001, ,0200,증축,38339.0,13031.2,33.99,34360.95,27165.87,70.86,5,0,25000,발전시설,0,0,0,0,20141117, ,20141118,20141113,20151211,20220909
329,경기도 성남시 분당구 백현동 518번지,41135,11000,0,0518,0000,1089100069994, , , , ,잡종지,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,28,UQA001,UNE412, , ,38339.0,187.38,0.0,187.38,0.0,0.0,0,0, , ,0,0,0,0, , , ,20210604, ,20220909
330,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,1089100061811,백현동 5210000 제1종근린생활시설 (채희봉), , , ,잡종지,자연녹지지역, , , ,28,UQA430, ,0200,증축,9462.0,642.5075,6.7904,609.1475,557.51,5.8921,4,0,03000,제1종근린생활시설,0,0,0,0,20200102, ,20200110,20191219,20200205,20220909
331,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,1089100067117,백현동 521 위험물저장및처리시설 (한국가스공사), , , ,대,자연녹지지역, ,UQQ300,지구단위계획구역,08,UQA430, ,0200,증축,9462.0,665.2375,7.03,631.8775,580.24,6.13,3,1,03000,제1종근린생활시설,0,0,0,0,20241211, ,20241223,20201216,20250205,20250205
332,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,1089100059625,한국가스공사 판교관리소, , , ,대,자연녹지지역, ,UQQ300,지구단위계획구역,08,UQA430, ,0600,대수선,9462.0,590.87,6.2447,557.51,557.51,5.8889,2,1,03000,제1종근린생활시설,0,0,0,0,20190905, ,20190909,20190730,20200911,20220909
333,경기도 성남시 분당구 백현동 521번지,41135,11000,0,0521,0000,1089100003989,한국가스공사 판교관리소,성남판교(택) 공공시설용지 가스공급시설 가스-01, , ,대,자연녹지지역, , , ,08,1330, ,0100,신축,9462.0,590.87,6.24,557.51,557.51,5.89,2,1,03000,제1종근린생활시설,0,0,0,0,20080110, ,20080111,20071126,20090918,20220909
334,경기도 성남시 분당구 백현동 522번지,41135,11000,0,0522,0000,108915741,성남판교자동크린넷-4, , , ,임야,준주거지역, ,301,제1종지구단위계획구역,05,1030, ,0100,신축,1827.0,603.35,33.02,1186.07,759.21,41.56,1,0,22000,분뇨.쓰레기처리시설,0,0,0,6,20071119, ,20071116,20071029,20090825,20220909
335,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,108915335,판교신도시사업단현장사무소, , , ,공원,용도지역미지정,기타지구,990,기타구역,22,9800,990,3000,가설건축물축조허가,8499.21,2066.13,24.31,4678.6,4678.6,55.05,1,0,14000,업무시설,0,0,0,0,20060605, ,20060605,20060503,20060825,20220909
336,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1000000000000000852168, , , , ,공원,도시지역, , , ,22,UQA001, , , ,428697.6,15.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20251202, ,20251202
337,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1089100032908, , , , ,대,자연녹지지역,예정지역기타,UQQ300,지구단위계획구역,08,UQA430,UBO999, , ,428697.6,253.86,0.0,253.86,0.0,0.0,0,0, , ,0,0,0,0, , , ,20130717, ,20220909
338,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1089100066395,성남 백현하나 어린이집 (성남시청), , , ,공원,도시지역,비행안전제2구역(전술),UOA120,상대보호구역,22,UQA001,UNE412,0200,증축,428697.6,3179.04,0.74,7375.64,7375.64,1.72,2,0,11000,노유자시설,0,0,0,0,20201214, ,20201216,20201110,20211111,20220909
339,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1089100038553,판교어린이도서관, , , ,공원,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,22,UQA001,UNE412,0700,용도변경,428697.6,2768.32,0.6458,6273.06,6273.06,1.4633,1,0,10000,교육연구시설,0,0,0,0, , , ,20141016, ,20220909
340,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1089100039528, , , , ,공원,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,22,UQA001,UNE412, , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20141215, ,20220909
341,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1000000000000000720367,백현동 523, , , ,공원,도시지역,비행안전제2구역(전술),UOA120,상대보호구역,22,UQA001,UNE412,0200,증축,428697.6,3191.04,0.74,7387.64,7387.64,1.72,1,0,03000,제1종근린생활시설,0,0,0,0,20251023, ,20251028,20250508, ,20251028
342,경기도 성남시 분당구 백현동 523번지,41135,11000,0,0523,0000,1089100028276,성남판교어린이도서관 건립공사, , , ,공원,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,22,UQA001,UNE412,0100,신축,428697.6,2768.32,0.6733,6273.06,6273.06,1.3343,1,0,10000,교육연구시설,0,0,0,0,20130628, ,20130710,20121005,20140630,20220909
343,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,1089100065176, , , , ,묘지,도시지역,비행안전제2구역(전술),UOA120,상대보호구역,27,UQA001,UNE412,0100,신축,16464.3,103.47,0.63,99.95,99.95,0.61,2,3,03000,제1종근린생활시설,0,0,0,0,20200901, ,20200901,20200813,20210420,20220909
344,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,1089100064070, , , , ,묘지,도시지역,비행안전제2구역(전술),UOA120,상대보호구역,27,UQA001,UNE412, , ,16464.0,63.0,0.0,63.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20200528, ,20220909
345,경기도 성남시 분당구 백현동 524번지,41135,11000,0,0524,0000,1089100075517,주3관리창고, , , ,묘지,도시지역, ,UQQ300,지구단위계획구역,27,UQA001, ,0200,증축,16464.3,146.1,0.89,146.1,146.1,0.89,1,0,03000,제1종근린생활시설,0,0,0,0,20220523, ,20220511,20220407, ,20220909
346,경기도 성남시 분당구 백현동 526번지,41135,11000,0,0526,0000,1089100007005,충성교회 판교성전, , , ,종교용지, ,택지개발지구, , ,25, ,160,0100,신축,4178.0,2087.15,49.96,25902.26,8354.94,199.97,1,0,06000,종교시설,0,0,0,0,20090108, ,20090115,20081231,20100310,20220909
347,경기도 성남시 분당구 백현동 526번지,41135,11000,0,0526,0000,1089100060196,백현동 526 종교시설 (하나님의교회세계복음선교협회), , , ,종교용지,도시지역, , , ,25,UQA001, ,0700,용도변경,4178.0,2087.15,49.96,25902.26,8354.94,199.97,1,0,06000,종교시설,0,0,0,0, , , ,20190829, ,20220909
348,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100045659, , , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412, , ,6612.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160708, ,20220909
349,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1000000000000000634509,판교노인종합복지관, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0700,용도변경,6612.0,2508.2,37.93,11559.99,5427.34,82.08,1,0,11000,노유자시설,0,0,0,0, , , ,20241210, ,20241210
350,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100034182, , , , ,대,도시지역, , , ,08,UQA001, , , ,0.0,128.22,0.0,231.9,0.0,0.0,0,0, , ,0,0,0,0, , , ,20131113, ,20220909
351,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100045662, , , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412, , ,6612.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160708, ,20220909
352,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100040427, , , , ,대,제3종일반주거지역, , , ,08,UQA123, , , ,6612.0,103.68,0.0,207.36,0.0,0.0,0,0, , ,0,0,0,0, , , ,20150122, ,20220909
353,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100045661, , , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412, , ,6612.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160708, ,20220909
354,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100015188,판교노인종합복지관, , , ,대,제3종일반주거지역, ,301,제1종지구단위계획구역,08,1023, ,0100,신축,6612.0,2508.2,37.93,11559.99,5427.34,82.08,1,0,11000,노유자시설,0,0,0,0,20130902, ,20131007,20100730,20170522,20220909
355,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100045656, , , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412, , ,6612.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160708, ,20220909
356,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100045655, , , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412, , ,6612.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160708, ,20240701
357,경기도 성남시 분당구 백현동 528번지,41135,11000,0,0528,0000,1089100045660, , , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412, , ,6612.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160708, ,20220909
358,경기도 성남시 분당구 백현동 529번지,41135,11000,0,0529,0000,1089100026891, , , , ,대, , , , ,08, , , , ,10906.0,778.4,0.0,870.2,0.0,0.0,0,0, , ,0,0,0,0, , , ,20120724, ,20220909
359,경기도 성남시 분당구 백현동 529번지,41135,11000,0,0529,0000,1089100026012,판교역 SK HUB, , , ,대,도시지역, ,UQQ310,제1종지구단위계획구역,08,UQA001, ,0100,신축,10906.0,6539.18,59.95,94662.48,44568.85,408.66,1,0,14000,업무시설,0,1126,0,0,20120709, ,20120703,20120611,20141031,20220909
360,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100052736,알파리움, , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230,UDP100,0700,용도변경,34032.7,12010.77,35.29,191006.75,118980.331,349.61,6,2,02000,공동주택,514,0,0,0, , , ,20180521,20180620,20220909
361,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100033173, , , , ,대, , , , ,08, , , , ,34032.7,726.6,0.0,1866.38,0.0,0.0,0,0, , ,0,0,0,0, , , ,20130807, ,20220909
362,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100045042,알파리움, , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230,UDP100,0600,대수선,34032.7,12010.77,35.2919,191006.75,118980.331,349.6059,2,0,02000,공동주택,514,0,0,0,20160430, ,20160513,20160428,20160613,20220909
363,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100072635,알파리움, , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, ,0700,용도변경,34032.7,12010.77,35.29,191006.75,118980.331,349.61,6,2,02000,공동주택,514,0,0,0, , , ,20211101,20211222,20220909
364,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1000000000000000407323, , , , ,대,도시지역, ,UQQ300,지구단위계획구역,08,UQA001, ,0700,용도변경,34032.7,5044.67,14.823,68145.65,37806.0,111.0873,6,0,14000,업무시설,0,138,0,0, , , ,20231110, ,20231110
365,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100047512, , , , ,대, , , , ,08, , , , ,34032.7,4.37,0.0,4.37,0.0,0.0,0,0, , ,0,0,0,0, , , ,20161230, ,20251215
366,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1000000000000000889026,알파리움 타워2동, , , ,대,근린상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA230,UNE412,0700,용도변경,34032.7,12010.77,35.2919,191006.75,118980.331,349.6059,6,2,02000,공동주택,514,148,0,0, , , ,20260212, ,20260212
367,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1000000000000000334884,알파리움 타워2동, , , ,대,근린상업지역,택지개발예정지구기타,UQQ310,제1종지구단위계획구역,08,UQA230,UDP999,0700,용도변경,34032.7,12010.77,35.2919,191006.75,118980.331,349.6059,6,2,02000,공동주택,514,0,0,0, , , ,20230711,20230727,20230727
368,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100044674,백현동 5300000 공동주택 (주식회사 알파돔시티), , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230, ,0700,용도변경,34032.7,12010.77,35.2919,191006.75,118980.331,349.6059,8,2,02000,공동주택,514,0,0,0, , , ,20160323,20160509,20220909
369,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100045015,백현동 530 (주식회사알파돔시티), , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230, ,0600,대수선,34032.7,12010.77,35.2919,191006.75,118980.331,349.6059,8,2,02000,공동주택,514,0,0,0,20160428, ,20160429,20160426,20160609,20220909
370,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100075595,알파리움, , , ,대,근린상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA230,UNE412,0700,용도변경,34032.7,12010.77,35.2919,191006.75,118980.331,349.6059,6,2,02000,공동주택,514,148,0,0, , , ,20220413, ,20220909
371,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100069020,알파리움, , , ,대,근린상업지역, ,UQQ300,지구단위계획구역,08,UQA230, ,0700,용도변경,34032.7,12010.77,35.29,191006.75,118980.331,349.61,6,2,02000,공동주택,514,0,0,0, , , ,20210413,20210517,20220909
372,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100052456,알파리움, , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230,UDP100,0700,용도변경,34032.7,12010.77,35.29,191006.75,118980.331,349.61,6,2,02000,공동주택,514,148,0,0, , , ,20180430, ,20220909
373,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100066318,알파리움, , , ,대,근린상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA230,UNE412,0700,용도변경,34032.7,12010.77,35.2919,191006.75,118980.331,349.6059,6,2,02000,공동주택,514,148,0,0, , , ,20201105, ,20220909
374,경기도 성남시 분당구 백현동 530번지,41135,11000,0,0530,0000,1089100044196, , , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230,UDP100,0600,대수선,34032.7,12010.77,35.2919,191006.75,122.8611,0.361,6,0,14000,업무시설,0,0,0,0,20160205, ,20160211,20160205,20160318,20220909
375,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100068477,알파리움, , , ,대,근린상업지역, ,UQQ300,지구단위계획구역,08,UQA230, ,0700,용도변경,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,417,0,0,0, , , ,20210315,20210518,20220909
376,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1000000000000000693788,알파리움, , , ,대,근린상업지역, ,UQQ300,지구단위계획구역,08,UQA230, ,0700,용도변경,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,417,131,0,0, , , ,20250401, ,20250401
377,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100035875, , , , ,대, , , , ,08, , , , ,27580.2,252.0,0.0,423.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20140402, ,20220909
378,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100044731,알파리움, , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230, ,0600,대수선,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,0,122,0,0,20160404, ,20160405,20160328,20160919,20220909
379,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100033174, , , , ,대, , , , ,08, , , , ,27580.2,202.68,0.0,202.68,0.0,0.0,0,0, , ,0,0,0,0, , , ,20130807, ,20220909
380,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100069034,알파리움, , , ,대,근린상업지역, ,UQQ300,지구단위계획구역,08,UQA230, ,0700,용도변경,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,417,131,0,0, , , ,20210413, ,20220909
381,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1000000000000000317693,알파리움, , , ,대,근린상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA230,UNE412,0700,용도변경,27580.2,9922.22,35.9759,153454.553,96507.717,349.9167,6,2,02000,공동주택,417,131,0,0, , , ,20230616, ,20230616
382,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100044200,백현동 531 업무시설 (주식회사 알파돔시티), , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230,UDP100,0700,용도변경,27580.2,9922.22,35.9759,153454.553,96507.717,349.9167,6,0,14000,업무시설,0,0,0,0, , , ,20160205,20160627,20220909
383,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100069118,알파리움, , , ,대,근린상업지역, ,UQQ300,지구단위계획구역,08,UQA230, ,0700,용도변경,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,417,0,0,0, , , ,20210416,20210603,20220909
384,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1000000000000000437407,알파리움 타워1동, , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230, ,0700,용도변경,27580.2,3888.79,14.1,55553.39,30353.05,110.05,1,0,14000,업무시설,0,79,0,0, , , ,20231229, ,20231229
385,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100076096,알파리움, , , ,대,근린상업지역, ,UQQ300,지구단위계획구역,08,UQA230, ,0600,대수선,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,417,0,0,0,20220520, ,20220525,20220512,20220628,20220909
386,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1000000000000000467906,알파리움, , , ,대,근린상업지역, ,UQQ300,지구단위계획구역,08,UQA230, ,0600,대수선,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,417,0,0,0,20240418, ,20240424,20240228,20240619,20240619
387,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1089100044440,알파리움, , , ,대,근린상업지역, ,UQQ310,제1종지구단위계획구역,08,UQA230, ,0600,대수선,27580.2,9922.22,35.98,153454.553,96507.717,349.92,6,2,02000,공동주택,417,0,0,0,20160308, ,20160311,20160304,20160422,20220909
388,경기도 성남시 분당구 백현동 531번지,41135,11000,0,0531,0000,1000000000000000687309,알파리움, , , ,대,근린상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA230,UNE412,0700,용도변경,27580.2,9922.22,35.9759,153454.553,96507.717,349.9167,6,2,02000,공동주택,417,131,0,0, , , ,20250324, ,20250324
389,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100060471, , , , ,대,중심상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA210,UNE412, , ,10766.1,36.0,0.0,54.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190920, ,20220909
390,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1000000000000000280174,카카오 판교 아지트, , , ,대,도시지역, ,UQQ310,제1종지구단위계획구역,08,UQA001, ,0700,용도변경,10766.1,8594.56,79.8298,162795.81,99269.84,922.0594,1,0,14000,업무시설,0,0,0,0, , , ,20230425, ,20230425
391,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100060292, , , , ,대,중심상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA210,UNE412, , ,10766.1,45.0,0.0,45.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190905, ,20220909
392,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100055628,카카오 판교 아지트, , , ,대,도시지역,비행안전제2구역(전술),UQQ310,제1종지구단위계획구역,08,UQA001,UNE412,0100,신축,10766.1,8594.56,79.83,162731.13,99205.16,921.46,1,0,14000,업무시설,0,0,0,0,20190228, ,20190228,20181219,20211027,20220909
393,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1000000000000000781081,카카오 판교 아지트, , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412,0600,대수선,10766.1,8594.56,79.83,162795.81,99269.84,922.06,1,0,14000,업무시설,0,0,0,0,20250822, ,20250826,20250808,20251015,20251015
394,경기도 성남시 분당구 백현동 532번지,41135,11000,0,0532,0000,1089100061753, , , , ,대,중심상업지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA210,UNE412, , ,10766.1,108.0,0.0,198.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20191217, ,20220909
