rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmPmsrgstPk,bldNm,splotNm,block,lot,jimokCdNm,jiyukCdNm,jiguCdNm,guyukCd,guyukCdNm,jimokCd,jiyukCd,jiguCd,archGbCd,archGbCdNm,platArea,archArea,bcRat,totArea,vlRatEstmTotArea,vlRat,mainBldCnt,atchBldDongCnt,mainPurpsCd,mainPurpsCdNm,hhldCnt,hoCnt,fmlyCnt,totPkngCnt,stcnsSchedDay,stcnsDelayDay,realStcnsDay,archPmsDay,useAprDay,crtnDay
33,경기도 성남시 분당구 백현동 366-10번지,41135,11000,0,0366,0010,1089100010758,백현동 366-10 위험물저장및처리시설 ((주)한미석유), , , ,주유소용지,자연녹지지역, , , ,12,1330, ,0200,증축,1708.0,326.33,19.1,632.12,523.29,30.63,2,0,19000,위험물저장및처리시설,0,0,0,0,20090904, ,20090904,20090825,20100118,20220909
34,경기도 성남시 분당구 백현동 366-10번지,41135,11000,0,0366,0010,1089100024690, , , , ,주유소용지, , , , ,12, , , , ,1811.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20120320, ,20220909
35,경기도 성남시 분당구 백현동 366-11번지,41135,11000,0,0366,0011,1089100064472,백현동 366-11, , , ,답,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,02,UQA001,UNE412,0100,신축,658.0,131.04,19.92,255.78,255.78,38.87,1,0,03000,제1종근린생활시설,0,0,1,0,20200731, ,20200731,20200624,20210106,20220909
36,경기도 성남시 분당구 백현동 367-1번지,41135,11000,0,0367,0001,108912885,., , , ,임야,보전녹지지역, , , ,05,1310, ,0100,신축,1510.0,299.88,19.86,899.64,899.64,59.58,1,0,03000,제1종근린생활시설,0,0,0,6,20020401, ,20020401,20010704,20030217,20220909
37,경기도 성남시 분당구 백현동 367-1번지,41135,11000,0,0367,0001,1089100072636, , , , ,대, , , , ,08, , , , ,1326.0,3.75,0.0,3.75,0.0,0.0,0,0, , ,0,0,0,0, , , ,20211101, ,20241105
38,경기도 성남시 분당구 백현동 367-1번지,41135,11000,0,0367,0001,1089100054439, , , , ,대,도시지역,비행안전제2구역(전술),UQQ300,지구단위계획구역,08,UQA001,UNE412, , ,1326.0,3.75,0.0,3.75,0.0,0.0,0,0, , ,0,0,0,0, , , ,20180919, ,20220909
39,경기도 성남시 분당구 백현동 367-1번지,41135,11000,0,0367,0001,1089100053740, , , , ,대,보전녹지지역, , , ,08,UQA410, ,0700,용도변경,1326.0,299.88,22.62,899.64,899.64,67.85,1,0,04000,제2종근린생활시설,0,0,0,0, , , ,20180801,20180813,20220909
40,경기도 성남시 분당구 백현동 367-2번지,41135,11000,0,0367,0002,108912930,., , , ,임야,보전녹지지역, , , ,05,1310, ,0100,신축,871.0,164.98,18.94,659.92,659.92,75.77,1,0,03000,제1종근린생활시설,0,0,0,3,20020401, ,20020401,20010704,20030617,20220909
41,경기도 성남시 분당구 백현동 367-2번지,41135,11000,0,0367,0002,1089100053741, , , , ,대,자연녹지지역, ,UQQ300,지구단위계획구역,08,UQA430, ,0700,용도변경,819.0,164.98,20.14,659.92,659.92,80.58,1,0,04000,제2종근린생활시설,0,0,0,0, , , ,20180801, ,20220909
42,경기도 성남시 분당구 백현동 367-8번지,41135,11000,0,0367,0008,1000000000000000658924, , , , ,임야,자연녹지지역, , , ,05,UQA430, , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20250203, ,20250203
43,경기도 성남시 분당구 백현동 367-9번지,41135,11000,0,0367,0009,1000000000000000658923,백현동 367-9  단독주택, , , ,임야,자연녹지지역, , , ,05,UQA430, ,0100,신축,453.0,87.73,19.37,157.25,157.25,34.71,1,0,01000,단독주택,0,0,1,0, , , ,20250203, ,20260210
44,경기도 성남시 분당구 백현동 367-9번지,41135,11000,0,0367,0009,1000000000000000887666, , , , ,임야,자연녹지지역, , , ,05,UQA430, , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20260210, ,20260210
45,경기도 성남시 분당구 백현동 368번지,41135,11000,0,0368,0000,108915049,분당월드모터스, , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0200,증축,3448.0,807.78,23.43,1619.87,1619.87,46.98,2,0,20000,자동차관련시설,0,0,0,7,20050608, ,20050620,20050531,20050921,20220909
46,경기도 성남시 분당구 백현동 368번지,41135,11000,0,0368,0000,1089100005549,한성자동차 백현동 정비공장, , , ,대, ,자연취락지구, , ,08, ,011,0200,증축,3448.0,818.54,23.74,2189.48,2189.48,63.5,2,0,20000,자동차관련시설,0,0,0,0,20080519, ,20080516,20080513,20081127,20220909
47,경기도 성남시 분당구 백현동 368번지,41135,11000,0,0368,0000,108914566,백현동정비공장, , , ,전,자연녹지지역,자연취락지구, , ,01,1330,011,0100,신축,2902.0,708.42,24.41,930.06,930.06,32.05,3,0,04000,제2종근린생활시설,0,0,0,0,20040501, ,20040430,20040216,20041028,20220909
48,경기도 성남시 분당구 백현동 370번지,41135,11000,0,0370,0000,1089100065255,isola, , , ,대,도시지역,자연취락지구,UNE412, ,08,UQA001,UQM110,0100,신축,344.0,118.72,34.51,331.75,331.75,96.44,1,0,02000,공동주택,4,0,0,0,20200921, ,20200924,20200819,20220630,20220909
49,경기도 성남시 분당구 백현동 370-2번지,41135,11000,0,0370,0002,1089100060973,판교테라스힐1, , , ,대,자연녹지지역,자연취락지구, , ,08,UQA430,UQM110,0100,신축,556.0,199.66,35.91,955.72,555.92,99.99,1,0,02000,공동주택,8,0,0,0,20200204, ,20200206,20191022,20201120,20220909
50,경기도 성남시 분당구 백현동 370-2번지,41135,11000,0,0370,0002,1089100059705, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190802, ,20220909
51,경기도 성남시 분당구 백현동 370-3번지,41135,11000,0,0370,0003,1089100059706, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20190802, ,20220909
52,경기도 성남시 분당구 백현동 370-5번지,41135,11000,0,0370,0005,108915728,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,268.0,107.03,39.94,307.73,203.71,76.01,1,0,01000,단독주택,0,0,5,5,20070825, ,20070822,20070813,20080103,20220909
53,경기도 성남시 분당구 백현동 373번지,41135,11000,0,0373,0000,1089100006018, , , , ,전,보전녹지지역, , , ,01,1310, ,0100,신축,202.0,39.99,19.8,39.69,39.69,19.65,1,0,03000,제1종근린생활시설,0,0,0,0, , ,20080805,20080710,20101215,20220909
54,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,1089693,동양 라샹스, , , ,전,자연녹지지역,자연취락지구, , ,01,1330,011,0100,신축,3375.0,983.3,29.13,4902.58,2680.6,79.42,2,1,02000,공동주택,17,0,0,41,20070731, ,20070731,20070604,20081114,20220909
55,경기도 성남시 분당구 백현동 373-5번지,41135,11000,0,0373,0005,1000000000000000591283, , , , ,대,도시지역,자연취락지구, , ,08,UQA001,UQM110, , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20240926, ,20240926
56,경기도 성남시 분당구 백현동 373-5번지,41135,11000,0,0373,0005,1000000000000000591282, , , , ,임야,도시지역,자연취락지구, , ,05,UQA001,UQM110,0100,신축,1675.0,226.52,13.52,496.28,496.28,29.63,1,0,04000,제2종근린생활시설,0,0,0,0, ,20270831, ,20240926, ,20260413
57,경기도 성남시 분당구 백현동 373-6번지,41135,11000,0,0373,0006,1089100005930,한국외국인학교, , , ,학교용지,보전녹지지역, , , ,10,1310, ,0200,증축,29589.0,5023.11,16.9763,38626.34,20676.49,69.879,1,3,10000,교육연구시설,0,0,0,0,20080708, ,20080709,20080626,20090629,20220909
58,경기도 성남시 분당구 백현동 373-6번지,41135,11000,0,0373,0006,1089100059126,외국인학교, , , ,대,자연녹지지역, , , ,08,UQA430, ,0600,대수선,29589.0,5023.11,19.68,38626.34,21060.19,69.88,1,3,10000,교육연구시설,0,0,0,0,20210601,20210703,20210527,20190704,20210820,20220909
59,경기도 성남시 분당구 백현동 374번지,41135,11000,0,0374,0000,1089100039350,백현동 374 (우리들교회), , , ,대, , , , ,08, , ,0200,증축,2632.0,489.06,18.5813,489.06,489.06,18.5813,1,0,03000,제1종근린생활시설,0,0,0,0,20141216, ,20141215,20141204,20150116,20220909
60,경기도 성남시 분당구 백현동 374번지,41135,11000,0,0374,0000,1000000000000000048574,백현동 374 제1종근린생활시설 (우리들교회), , , ,대,보전녹지지역, , , ,08,UQA410, ,0100,신축,875.0,164.96,18.85,494.88,494.88,56.56,1,0,03000,제1종근린생활시설,0,0,0,0,20230810, ,20230817,20220929,20250311,20250311
61,경기도 성남시 분당구 백현동 374번지,41135,11000,0,0374,0000,108915020,., , , ,답,보전녹지지역,자연취락지구, , ,02,1310,011,0100,신축,2775.0,460.8,16.61,460.8,460.8,16.61,1,0,03000,제1종근린생활시설,0,0,0,3,20060311, ,20060310,20051223,20090911,20220909
62,경기도 성남시 분당구 백현동 374번지,41135,11000,0,0374,0000,108914900, , , , , , , , , , , , , , ,2187.0,216.0,0.0,216.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20041123, ,20220909
63,경기도 성남시 분당구 백현동 374-2번지,41135,11000,0,0374,0002,1089100009071, , , , ,답,자연녹지지역,자연취락지구, , ,02,1330,011,0100,신축,76.0,29.7,39.08,49.4,49.4,65.0,1,0,01000,단독주택,0,0,1,0,20091016, ,20091016,20090519,20171206,20220909
64,경기도 성남시 분당구 백현동 374-5번지,41135,11000,0,0374,0005,108914996,., , , ,답,보전녹지지역,자연취락지구, , ,02,1310,011,0100,신축,629.0,101.2,16.09,101.2,101.2,16.09,1,0,03000,제1종근린생활시설,0,0,0,4,20050903, ,20050905,20050803,20090911,20220909
65,경기도 성남시 분당구 백현동 374-6번지,41135,11000,0,0374,0006,1089100077856,백현동 374-6 제1종근린생활시설 (우리들교회), , , ,대,보전녹지지역,자연취락지구, , ,08,UQA410,UQM110,0100,신축,768.0,153.36,19.97,453.91,453.91,59.1,1,0,03000,제1종근린생활시설,0,0,0,0,20230810, ,20230817,20220908,20250311,20250311
66,경기도 성남시 분당구 백현동 374-6번지,41135,11000,0,0374,0006,1089100039349, , , , ,대, , , , ,08, , ,0200,증축,772.0,116.39,15.0764,116.39,116.39,15.0764,1,0,03000,제1종근린생활시설,0,0,0,0,20141216, ,20141215,20141204,20150116,20220909
67,경기도 성남시 분당구 백현동 374-11번지,41135,11000,0,0374,0011,1000000000000000340543, , , , ,대,도시지역,비행안전제2구역(전술),UOA120,상대보호구역,08,UQA001,UNE412, , ,1676.0,27.0,0.0,27.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230720, ,20250922
68,경기도 성남시 분당구 백현동 374-11번지,41135,11000,0,0374,0011,1000000000000000048572,백현동 374 제1종근린생활시설 (재단법인 큐티선교회), , , ,대,보전녹지지역, , , ,08,UQA410, ,0100,신축,1676.0,321.92,19.2076,955.12,805.23,48.0447,2,0,03000,제1종근린생활시설,0,0,1,0,20230810, ,20230817,20220929,20250311,20250311
69,경기도 성남시 분당구 백현동 375-12번지,41135,11000,0,0375,0012,1089100052820,., , , ,답,보전녹지지역, , , ,02,UQA410, ,0100,신축,882.0,170.64,19.35,495.02,495.02,56.12,1,0,03000,제1종근린생활시설,0,0,0,0,20191008,20200220,20191106,20180525,20200717,20220909
70,경기도 성남시 분당구 백현동 376-6번지,41135,11000,0,0376,0006,108914958, , , , , , , , , , , , , , ,27837.0,126.0,0.0,252.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20050216, ,20220909
71,경기도 성남시 분당구 백현동 392-8번지,41135,11000,0,0392,0008,1089100045829, , , , ,답, , , , ,02, , , , ,1992.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20160721, ,20220909
72,경기도 성남시 분당구 백현동 393번지,41135,11000,0,0393,0000,1000000000000000257679, , , , ,전,보전녹지지역, , , ,01,UQA410, , , ,417.0,12.0,0.0,12.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20230327, ,20260625
73,경기도 성남시 분당구 백현동 397번지,41135,11000,0,0397,0000,1089100030959, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20130304, ,20220909
74,경기도 성남시 분당구 백현동 397번지,41135,11000,0,0397,0000,1089100032915, , , , ,대,도시지역,자연취락지구, , ,08,UQA001,UQM110, , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20130717, ,20220909
75,경기도 성남시 분당구 백현동 397번지,41135,11000,0,0397,0000,1089100031060,분당사랑의교회, , , ,대,도시지역,자연취락지구, , ,08,UQA001,UQM110,0100,신축,1303.0,389.66,29.9,1136.69,1110.17,85.2,2,0,06000,종교시설,0,0,0,0,20130417, ,20130426,20130311,20140904,20220909
76,경기도 성남시 분당구 백현동 399번지,41135,11000,0,0399,0000,108914187,., , , ,답,자연녹지지역,자연취락지구, , ,02,1330,011,0100,신축,714.0,198.18,27.76,396.36,396.36,55.51,1,0,04000,제2종근린생활시설,0,0,0,3,20050601,20050615,20050601,20030620,20071126,20220909
77,경기도 성남시 분당구 백현동 400번지,41135,11000,0,0400,0000,1000000000000000199226,백현동 400, , , ,답,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,02,UQA001,UNE412,0100,신축,783.0,154.0,19.67,154.0,154.0,19.67,1,0,04000,제2종근린생활시설,0,1,0,0,20230220, ,20230217,20221220,20230807,20230807
78,경기도 성남시 분당구 백현동 400번지,41135,11000,0,0400,0000,1000000000000000375769,백현동 400, , , ,대,도시지역,비행안전제2구역(전술),ZQ0001,중점경관관리구역,08,UQA001,UNE412,0700,용도변경,783.0,154.0,19.67,154.0,154.0,19.67,1,0,04000,제2종근린생활시설,0,2,0,0, , , ,20230919, ,20230919
79,경기도 성남시 분당구 백현동 402번지,41135,11000,0,0402,0000,108914687,1, , , ,전,자연녹지지역,자연취락지구, , ,01,1330,011,0100,신축,89.0,34.8,39.1,69.6,69.6,78.2,1,0,04000,제2종근린생활시설,0,0,0,0,20040524, ,20040524,20040430,20041008,20220909
80,경기도 성남시 분당구 백현동 403번지,41135,11000,0,0403,0000,108916339, , , , , , , , , , , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20030214, ,20220909
81,경기도 성남시 분당구 백현동 403-1번지,41135,11000,0,0403,0001,1089100005630,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,795.0,212.76,26.76,592.36,592.36,74.51,1,0,03000,제1종근린생활시설,0,0,1,0,20080627, ,20080627,20080520,20081218,20220909
82,경기도 성남시 분당구 백현동 403-1번지,41135,11000,0,0403,0001,108914559,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,795.0,226.08,28.44,593.5,593.5,74.65,1,0,04000,제2종근린생활시설,1,0,0,11, ,20060115, ,20040203, ,20220909
83,경기도 성남시 분당구 백현동 403-2번지,41135,11000,0,0403,0002,1089100005837, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20080618, ,20220909
84,경기도 성남시 분당구 백현동 403-3번지,41135,11000,0,0403,0003,108914969,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,713.0,204.84,28.73,204.84,204.84,28.73,1,0,04000,제2종근린생활시설,0,0,0,2,20050507, ,20050507,20050503,20050620,20220909
85,경기도 성남시 분당구 백현동 403-3번지,41135,11000,0,0403,0003,108915907,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0200,증축,713.0,204.84,28.73,242.89,242.89,34.07,1,0,04000,제2종근린생활시설,0,0,0,2,20070108, ,20070118,20070108, ,20220909
86,경기도 성남시 분당구 백현동 403-4번지,41135,11000,0,0403,0004,1089100028819, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20121106, ,20220909
87,경기도 성남시 분당구 백현동 403-4번지,41135,11000,0,0403,0004,1089100028761,백현동 403-4 공동주택, , , ,대,도시지역,자연취락지구, , ,08,UQA001,UQM110,0100,신축,562.0,193.29,34.39,654.73,555.92,98.92,1,0,02000,공동주택,8,0,0,0,20121116, ,20121120,20121101,20130806,20220909
88,경기도 성남시 분당구 백현동 403-6번지,41135,11000,0,0403,0006,108911873, , , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,477.0,130.41,27.34,590.67,471.24,98.79,1,0,02000,공동주택,8,0,8,5,200012, ,20001227,19991228,20010921,20220909
89,경기도 성남시 분당구 백현동 403-15번지,41135,11000,0,0403,0015,108916186, , , , , , , , , , , , , , ,158.0,45.0,0.0,45.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20070719, ,20220909
90,경기도 성남시 분당구 백현동 403-15번지,41135,11000,0,0403,0015,1089100011417,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,322.0,127.98,39.75,255.96,255.96,79.49,0,0,04000,제2종근린생활시설,0,0,0,0,20100224, ,20100223,20091013,20100615,20220909
91,경기도 성남시 분당구 백현동 403-18번지,41135,11000,0,0403,0018,108914275,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,264.0,98.3,37.23,98.3,98.3,37.23,1,0,01000,단독주택,0,0,1,0,20030624, ,20030624,20030401,20061218,20220909
92,경기도 성남시 분당구 백현동 403-19번지,41135,11000,0,0403,0019,108915705,백현동 근린시설, , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,330.0,131.3,39.79,201.5,201.5,61.06,1,0,04000,제2종근린생활시설,0,0,0,1,20070423, ,20070425,20070419,20070703,20220909
93,경기도 성남시 분당구 백현동 404번지,41135,11000,0,0404,0000,1089100005573, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20080514, ,20220909
94,경기도 성남시 분당구 백현동 404번지,41135,11000,0,0404,0000,1089100005572, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20080514, ,20220909
95,경기도 성남시 분당구 백현동 404-1번지,41135,11000,0,0404,0001,108913340, ,성남시분당구백현동,404,1, , , , , , , , , , ,5056.0,5.76,0.0,5.76,0.0,0.0,0,0, , ,0,0,0,0, , , ,20010406, ,20220909
96,경기도 성남시 분당구 백현동 404-6번지,41135,11000,0,0404,0006,108916414, , , , , ,자연녹지지역, , , , ,1330, , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20050219, ,20220909
97,경기도 성남시 분당구 백현동 404-6번지,41135,11000,0,0404,0006,108914668,., , , ,공장용지,자연녹지지역,자연취락지구, , ,09,1330,011,0200,증축,9373.0,1549.89,16.54,10496.1,6793.96,72.48,2,1,17000,공장,0,0,0,190,20040302, ,20040308,20040224,20040803,20220909
98,경기도 성남시 분당구 백현동 405-1번지,41135,11000,0,0405,0001,108912653,백현동1종근생, , , ,전,자연녹지지역,자연취락지구, , ,01,1330,011,0100,신축,399.0,63.0,15.78,63.0,63.0,15.78,1,0,03000,제1종근린생활시설,0,0,0,0,200008, ,20000814,20000814,20011024,20220909
99,경기도 성남시 분당구 백현동 406-4번지,41135,11000,0,0406,0004,1089100020091,정우빌딩, , , ,대,자연녹지지역,자연취락지구, , ,08,UQA430,UQM110,0100,신축,471.0,167.39,35.54,531.5,373.25,79.25,1,0,01000,단독주택,0,0,5,0,20110614, ,20110614,20110610,20111202,20220909
100,경기도 성남시 분당구 백현동 406-10번지,41135,11000,0,0406,0010,108916357, , , , , , , , , , , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , ,20030418,20030418, ,20220909
101,경기도 성남시 분당구 백현동 406-10번지,41135,11000,0,0406,0010,108914164,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,378.0,150.0,39.68,447.21,298.14,78.87,1,0,04000,제2종근린생활시설,0,0,2,3,20030417, ,20030417,20030407,20030825,20220909
102,경기도 성남시 분당구 백현동 406-14번지,41135,11000,0,0406,0014,1089100018605, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20110316, ,20220909
103,경기도 성남시 분당구 백현동 406-14번지,41135,11000,0,0406,0014,1089100018592,., , , ,대,자연녹지지역,자연취락지구, , ,08,UQA430,UQM110,0100,신축,162.0,63.28,39.06,126.56,126.56,78.12,1,0,04000,제2종근린생활시설,0,0,0,0,20110324, ,20110323,20110315,20110608,20220909
104,경기도 성남시 분당구 백현동 406-15번지,41135,11000,0,0406,0015,108916335, , , , , , , , , , , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , ,20030127,20030127, ,20220909
105,경기도 성남시 분당구 백현동 406-15번지,41135,11000,0,0406,0015,108912794,1, , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,253.0,98.67,34.0,197.34,197.34,78.0,1,0,04000,제2종근린생활시설,0,0,0,1,20030122,20030208,20030122,20010209,20030902,20220909
106,경기도 성남시 분당구 백현동 407-2번지,41135,11000,0,0407,0002,1089100019405, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20110429, ,20220909
107,경기도 성남시 분당구 백현동 407-2번지,41135,11000,0,0407,0002,1000000000000000767831, , , , ,대,도시지역,자연취락지구, , ,08,UQA001,UQM110,0100,신축,523.0,208.8,39.92,417.0,417.0,79.73,1,0,04000,제2종근린생활시설,0,0,0,0, , , ,20250718, ,20250718
108,경기도 성남시 분당구 백현동 407-3번지,41135,11000,0,0407,0003,1089100018266,제1종근린생활시설 (김영석), , , ,대,자연녹지지역,자연취락지구, , ,08,UQA430,UQM110,0200,증축,419.0,153.03,36.52,186.0,186.0,44.39,2,0,03000,제1종근린생활시설,0,0,0,0,20110223, ,20110222,20110214,20110408,20220909
109,경기도 성남시 분당구 백현동 407-22번지,41135,11000,0,0407,0022,1000000000000000586522,신성이앤지, , , ,대,자연녹지지역,자연취락지구, , ,08,UQA430,UQM110,0700,용도변경,289.0,113.0,39.1,212.6,212.6,73.56,1,0,04000,제2종근린생활시설,0,0,0,0, , , ,20240912, ,20240912
110,경기도 성남시 분당구 백현동 407-22번지,41135,11000,0,0407,0022,108915704,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,289.0,113.0,39.1,212.6,212.6,73.56,1,0,01000,단독주택,0,0,3,0,20070407, ,20070406,20070404,20070625,20220909
111,경기도 성남시 분당구 백현동 409번지,41135,11000,0,0409,0000,1089100045299, , , , ,대,자연녹지지역,자연취락지구, , ,08,UQA430,UQM110,0700,용도변경,620.0,238.76,38.51,716.28,477.52,77.02,1,0,04000,제2종근린생활시설,0,0,0,0, , , ,20160531,20160608,20220909
112,경기도 성남시 분당구 백현동 409번지,41135,11000,0,0409,0000,108915363, , , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0700,용도변경,604.0,238.76,39.53,716.28,477.52,79.06,1,0,06000,종교시설,0,0,0,6, , , ,20060724,20060726,20220909
113,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,1089100047673, , , , ,대, , , , ,08, , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170117, ,20220909
114,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,1089100047719, , , , ,대,계획관리지역,자연취락지구, , ,08,UQB100,UQM110, , ,0.0,0.0,0.0,0.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20170124, ,20220909
115,경기도 성남시 분당구 백현동 409-5번지,41135,11000,0,0409,0005,1089100047718,라비앙스빌(Revien-s Ville), , , ,대,자연녹지지역,자연취락지구, , ,08,UQA430,UQM110,0100,신축,1344.0,532.04,39.59,1601.66,1293.06,96.21,3,0,02000,공동주택,19,0,0,0,20170208, ,20170203,20170124,20171123,20220909
116,경기도 성남시 분당구 백현동 409-10번지,41135,11000,0,0409,0010,108914652,., , , ,대,자연녹지지역,자연취락지구, , ,08,1330,011,0100,신축,604.0,238.76,39.53,716.28,477.52,79.06,1,0,04000,제2종근린생활시설,0,0,0,4,20041211, ,20041210,20041206,20050526,20220909
117,경기도 성남시 분당구 백현동 466-5번지,41135,11000,0,0466,0005,1000000000000000623472, , , , ,대,도시지역,비행안전제2구역(전술), , ,08,UQA001,UNE412,0600,대수선,8630.0,1665.9,19.3036,5893.06,4894.06,56.7098,1,0,10000,교육연구시설,0,0,0,0,20241221, ,20241223,20241121,20250218,20250218
118,경기도 성남시 분당구 백현동 466-5번지,41135,11000,0,0466,0005,108915753,1, , , ,대,자연녹지지역, , , ,08,1330, ,0200,증축,8347.0,1566.94,18.77,5452.18,4452.58,53.34,4,0,10000,교육연구시설,0,0,0,27,20071017, ,20071017,20070803,20071212,20220909
119,경기도 성남시 분당구 백현동 466-5번지,41135,11000,0,0466,0005,1089100032146,백현동 466-5 교육연구시설 (한국석유관리원), , , ,대,자연녹지지역, ,UNB112,전술항공작전기지의비행안전제2구역,08,UQA430, ,0200,증축,8347.0,1665.9,19.9581,5893.06,4894.06,58.6326,4,0,10000,교육연구시설,0,0,0,0,20130521, ,20130527,20130510,20130927,20220909
120,경기도 성남시 분당구 백현동 466-14번지,41135,11000,0,0466,0014,1089100055649, , , , ,임야,보전녹지지역, ,UNE412, ,05,UQA410, ,0100,신축,2806.0,497.76,17.74,497.76,497.76,17.74,1,0,03000,제1종근린생활시설,0,0,0,0,20200701, ,20200707,20181221,20211216,20220909
121,경기도 성남시 분당구 백현동 472-64번지,41135,11000,0,0472,0064,1089100073398, , , , ,전, , , , ,01, , , , ,1092.0,18.0,0.0,18.0,0.0,0.0,0,0, , ,0,0,0,0, , , ,20211208, ,20241129
122,경기도 성남시 분당구 백현동 472-70번지,41135,11000,0,0472,0070,1089100071835, , , , ,답,보전녹지지역, ,UQQ300,지구단위계획구역,02,UQA410, ,0100,신축,987.0,176.0,17.83,176.0,176.0,17.83,1,0,03000,제1종근린생활시설,0,0,0,0,20220103, ,20220104,20210909,20220929,20220929
123,경기도 성남시 분당구 백현동 472-73번지,41135,11000,0,0472,0073,1089100062253, , , , ,답,도시지역, ,UQQ300,지구단위계획구역,02,UQA001, ,0100,신축,642.0,98.76,15.3832,98.76,98.76,15.3832,2,0,20000,자동차관련시설,0,0,0,0,20200128, ,20200206,20200120,20200513,20220909
124,경기도 성남시 분당구 백현동 472-74번지,41135,11000,0,0472,0074,1089100021790,백현동 472-74 제1종근린생활시설, , , ,답,보전녹지지역,비행안전제2구역(전술),UML100,배수구역,02,UQA410,UNE412,0100,신축,760.0,150.67,19.83,452.01,452.01,59.48,0,0,03000,제1종근린생활시설,0,0,0,0,20111017, ,20111017,20110930,20120918,20220909
125,경기도 성남시 분당구 백현동 472-78번지,41135,11000,0,0472,0078,1089100056507,백현동 472-78 자동차 정비공장, , , ,답,보전녹지지역, ,UQQ300,지구단위계획구역,02,UQA410, ,0100,신축,1206.0,240.0,19.9005,1739.74,720.0,59.7015,1,0,20000,자동차관련시설,0,0,0,0,20190501, ,20190422,20190207, ,20220909
