rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmBldrgstPk,mgmUpBldrgstPk,bldgId,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,newPlatPlc,bldNm,splotNm,block,lot,bylotCnt,naRoadCd,naBjdongCd,naUgrndCd,naMainBun,naSubBun,jiyukCd,jiguCd,guyukCd,jiyukCdNm,jiguCdNm,guyukCdNm,crtnDay
54,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,10891100182272,10891100182270,2220081910005074,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로385번길 13-4 (백현동),동양 라샹스, , , ,0,411354340050,11001,0,13,4, , , , , , ,20220909
55,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,10891100182276,10891100182270,2220081910005078,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로385번길 13-4 (백현동),동양 라샹스, , , ,0,411354340050,11001,0,13,4, , , , , , ,20220909
56,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,10891100182270,10891100182269,2120081910000560,2,집합,3,표제부,경기도 성남시 분당구 대왕판교로385번길 13-4 (백현동),동양 라샹스, , , ,0,411354340050,11001,0,13,4, , , , , , ,20220909
57,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,10891100182288,10891100182285,2220081910005088,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로385번길 13-4 (백현동),동양 라샹스, , , ,0,411354340050,11001,0,13,4, , , , , , ,20220909
58,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,10891100182285,10891100182269,2120081910000562,2,집합,3,표제부,경기도 성남시 분당구 대왕판교로385번길 13-4 (백현동),동양 라샹스, , , ,0,411354340050,11001,0,13,4, , , , , , ,20220909
59,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,10891100182281,10891100182279,2220081910005082,2,집합,4,전유부,경기도 성남시 분당구 대왕판교로385번길 13-4 (백현동),동양 라샹스, , , ,0,411354340050,11001,0,13,4, , , , , , ,20220909
60,경기도 성남시 분당구 백현동 373-1번지,41135,11000,0,0373,0001,10891100182269,0,2020081910000032,2,집합,1,총괄표제부,경기도 성남시 분당구 대왕판교로385번길 13-4 (백현동),동양 라샹스, , , ,1,411354340050,11001,0,13,4,1330,011, ,자연녹지지역,자연취락지구, ,20220909
61,경기도 성남시 분당구 백현동 373-6번지,41135,11000,0,0373,0006,10891121563,10891118163,2120061910000062,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로385번길 27 (백현동),한국 외국인학교, , , ,0,411354340050,11001,0,27,0, , , , , , ,20220909
62,경기도 성남시 분당구 백현동 374번지,41135,11000,0,0374,0000,1000000000000005342952,0,2120221911902792,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로385번길 26-1 (백현동),백현동 374 제1종근린생활시설 (우리들교회), , , ,0,411354340050,11001,0,26,1,UQA410, , ,보전녹지지역, , ,20250312
63,경기도 성남시 분당구 백현동 374-2번지,41135,11000,0,0374,0002,10891100300588,0,2120171910000160,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로385번길 21 (백현동), , , , ,0,411354340050,11001,0,21,0,1330,011, ,자연녹지지역,자연취락지구, ,20220909
64,경기도 성남시 분당구 백현동 374-6번지,41135,11000,0,0374,0006,1000000000000005343026,0,2120241915008507,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로385번길 24 (백현동),백현동 374-6 제1종근린생활시설 (우리들교회), , , ,0,411354340050,11001,0,24,0,UQA410,UQM110, ,보전녹지지역,자연취락지구, ,20250312
65,경기도 성남시 분당구 백현동 374-11번지,41135,11000,0,0374,0011,1000000000000005359236,1000000000000005359234,2120221911902821,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로385번길 26 (백현동),백현동 374 제1종근린생활시설 (재단법인 큐티선교회), , , ,0,411354340050,11001,0,26,0, , , , , , ,20250314
66,경기도 성남시 분당구 백현동 374-11번지,41135,11000,0,0374,0011,1000000000000005359235,1000000000000005359234,2120221911902820,1,일반,2,일반건축물,경기도 성남시 분당구 대왕판교로385번길 26 (백현동),백현동 374 제1종근린생활시설 (재단법인 큐티선교회), , , ,0,411354340050,11001,0,26,0, , , , , , ,20250314
