rnum,platPlc,sigunguCd,bjdongCd,platGbCd,bun,ji,mgmBldrgstPk,mgmUpBldrgstPk,bldgId,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,newPlatPlc,bldNm,splotNm,block,lot,bylotCnt,naRoadCd,naBjdongCd,naUgrndCd,naMainBun,naSubBun,jiyukCd,jiguCd,guyukCd,jiyukCdNm,jiguCdNm,guyukCdNm,crtnDay
309,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198072,10891100198064,2220091910012895,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
310,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197968,10891100197966,2220091910012796,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20250408
311,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198196,10891100198169,2220091910013014,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
312,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198033,10891100198022,2220091910012858,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
313,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198151,10891100198148,2220091910012970,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
314,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198173,10891100198169,2220091910012991,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
315,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197872,10891100197863,2220091910012704,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
316,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198098,10891100198085,2220091910012920,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
317,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197910,10891100197831,2120091910000697,2,집합,3,표제부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
318,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198106,10891100197831,2120091910000706,2,집합,3,표제부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
319,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197879,10891100197863,2220091910012711,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
320,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197850,10891100197832,2220091910012683,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
321,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197886,10891100197882,2220091910012717,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
322,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198194,10891100198169,2220091910013012,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
323,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197871,10891100197863,2220091910012703,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
324,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197982,10891100197971,2220091910012809,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
325,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198025,10891100198022,2220091910012850,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
326,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198149,10891100198148,2220091910012968,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
327,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197833,10891100197832,2220091910012666,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
328,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197936,10891100197910,2220091910012766,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
329,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198131,10891100198127,2220091910012951,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
330,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197912,10891100197910,2220091910012742,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
331,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198052,10891100198043,2220091910012876,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
332,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198057,10891100198043,2220091910012881,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
333,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198100,10891100198085,2220091910012922,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
334,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198180,10891100198169,2220091910012998,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
335,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197847,10891100197832,2220091910012680,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
336,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198046,10891100198043,2220091910012870,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
337,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198140,10891100198127,2220091910012960,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
338,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197859,10891100197832,2220091910012692,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
339,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197870,10891100197863,2220091910012702,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
340,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197928,10891100197910,2220091910012758,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
341,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197984,10891100197971,2220091910012811,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
342,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197892,10891100197882,2220091910012723,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
343,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197913,10891100197910,2220091910012743,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
344,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198086,10891100198085,2220091910012908,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
345,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197856,10891100197832,2220091910012689,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
346,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197932,10891100197910,2220091910012762,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
347,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197835,10891100197832,2220091910012668,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
348,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197836,10891100197832,2220091910012669,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
349,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197843,10891100197832,2220091910012676,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
350,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197849,10891100197832,2220091910012682,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
351,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197852,10891100197832,2220091910012685,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
352,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197867,10891100197863,2220091910012699,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
353,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197893,10891100197882,2220091910012724,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
354,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197914,10891100197910,2220091910012744,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
355,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197916,10891100197910,2220091910012746,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
356,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197920,10891100197910,2220091910012750,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
357,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197924,10891100197910,2220091910012754,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
358,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197929,10891100197910,2220091910012759,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
359,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197930,10891100197910,2220091910012760,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
360,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197935,10891100197910,2220091910012765,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
361,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197951,10891100197938,2220091910012780,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
362,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197955,10891100197938,2220091910012784,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
363,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197956,10891100197938,2220091910012785,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
364,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197967,10891100197966,2220091910012795,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20250408
365,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197972,10891100197971,2220091910012799,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
366,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197977,10891100197971,2220091910012804,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
367,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197993,10891100197991,2220091910012819,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
368,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198009,10891100197991,2220091910012835,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20230210
369,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198019,10891100197991,2220091910012845,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
370,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198020,10891100197991,2220091910012846,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
371,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198023,10891100198022,2220091910012848,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
372,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198024,10891100198022,2220091910012849,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
373,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198027,10891100198022,2220091910012852,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
374,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198030,10891100198022,2220091910012855,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
375,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198037,10891100198022,2220091910012862,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
376,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198042,10891100198022,2220091910012867,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
377,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198047,10891100198043,2220091910012871,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
378,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198048,10891100198043,2220091910012872,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
379,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198063,10891100198043,2220091910012887,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
380,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198070,10891100198064,2220091910012893,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
381,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198080,10891100198064,2220091910012903,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
382,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198084,10891100198064,2220091910012907,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
383,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198090,10891100198085,2220091910012912,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
384,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198101,10891100198085,2220091910012923,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
385,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198103,10891100198085,2220091910012925,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
386,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198109,10891100198106,2220091910012930,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
387,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198112,10891100198106,2220091910012933,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
388,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198113,10891100198106,2220091910012934,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
389,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198115,10891100198106,2220091910012936,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
390,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198120,10891100198106,2220091910012941,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
391,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198121,10891100198106,2220091910012942,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
392,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198124,10891100198106,2220091910012945,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
393,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198126,10891100198106,2220091910012947,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
394,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198134,10891100198127,2220091910012954,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
395,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198135,10891100198127,2220091910012955,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
396,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198156,10891100198148,2220091910012975,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
397,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198163,10891100198148,2220091910012982,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
398,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198168,10891100198148,2220091910012987,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
399,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198175,10891100198169,2220091910012993,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
400,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198182,10891100198169,2220091910013000,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
401,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198193,10891100198169,2220091910013011,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
402,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198031,10891100198022,2220091910012856,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
403,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197902,10891100197882,2220091910012733,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
404,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197944,10891100197938,2220091910012773,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
405,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198051,10891100198043,2220091910012875,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
406,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198074,10891100198064,2220091910012897,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
407,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197832,10891100197831,2120091910000694,2,집합,3,표제부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
408,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198148,10891100197831,2120091910000708,2,집합,3,표제부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
409,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198060,10891100198043,2220091910012884,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
410,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198147,10891100198127,2220091910012967,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
411,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197866,10891100197863,2220091910012698,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
412,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198158,10891100198148,2220091910012977,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
413,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197874,10891100197863,2220091910012706,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
414,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198145,10891100198127,2220091910012965,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
415,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100197869,10891100197863,2220091910012701,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
416,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198005,10891100197991,2220091910012831,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
417,경기도 성남시 분당구 백현동 525번지,41135,11000,0,0525,0000,10891100198007,10891100197991,2220091910012833,2,집합,4,전유부,경기도 성남시 분당구 판교역로 49 (백현동),백현마을, , , ,0,411353179025,11002,0,49,0, , , , , , ,20220909
